Rk,Gtm,Date,Team,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec),Starter,Starter ERA,Starter FIP,Starter WHIP,Starter H9,Starter HR9,Starter BB9,Starter SO9,Opp BatAge,Opp RpG,Opp BA,Opp OBP,Opp SLG,Opp OPS,Bullpen ERA,Bullpen WHIP,Bullpen SO9
53,53,Jun 2,BAL,,SEA,"L,6-7",10,12,7,5,2,5,8,0,1,4.09,46,166,104,9,3,2,1,39,4,1,0,0,1,1,0,6,Jeremy Riggs,"J.Lyles (4-32), C.Pérez (0), J.Krehbiel (2), B.Baker (1), D.Tate (2), J.López (4-L)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.5,4.26,0.23,0.315,0.39,0.704,3.49,1.244,8.5
54,54,Jun 3,BAL,,CLE,"L,3-6",9,14,6,6,0,0,1,0,0,4.12,40,132,93,2,0,0,0,40,3,0,0,0,0,0,0,4,Junior Valentine,"B.Zimmermann (4-30-L), L.Gillaspie (3), D.Reyes (5), F.Bautista (1)",B.Zimmermann,5.99,6.06,1.48,11.9,2.6,1.5,6,25.9,4.31,0.254,0.316,0.383,0.699,3.49,1.244,8.5
55,55,Jun 4,BAL,,CLE,"W,5-4",9,5,4,4,0,4,3,2,1,4.12,35,140,92,2,0,0,1,30,1,0,1,0,0,0,1,5,Sean Barber,"T.Wells (4-49), K.Akin (2), F.Bautista (0-W), D.Tate (1-H), J.López (1-Sv)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,25.9,4.31,0.254,0.316,0.383,0.699,3.49,1.244,8.5
56,56,Jun 5,BAL,,CLE,"L,2-3",9,6,3,3,0,3,7,1,0,4.1,36,131,87,3,0,0,0,33,0,0,0,0,0,0,0,5,David Rackley,"D.Kremer (99-43-L), L.Gillaspie (1), N.Vespi (15), B.Baker (2), C.Pérez (2)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,25.9,4.31,0.254,0.316,0.383,0.699,3.49,1.244,8.5
57,57,Jun 7,BAL,,CHC,"W,9-3",9,7,3,3,0,7,6,2,0,4.08,41,172,96,1,0,0,0,34,0,1,0,0,0,0,0,5,Mark Wegner,"K.Bradish (5-48), B.Baker (1-W), F.Bautista (2), N.Vespi (1), L.Gillaspie (1)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,27.9,4.06,0.238,0.311,0.387,0.698,3.49,1.244,8.5
58,58,Jun 9,BAL,@,KCR,"L,5-7",8,10,7,6,1,4,2,2,0,4.12,38,143,87,0,0,2,0,33,2,1,0,0,1,1,1,4,Scott Barry,"J.Lyles (6-25-L), L.Gillaspie (1), N.Vespi (1), B.Baker (1)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.1,3.95,0.244,0.306,0.38,0.686,3.49,1.244,8.5
59,59,Jun 10,BAL,@,KCR,"L,1-8",8,12,8,8,0,1,7,3,0,4.2,37,128,87,1,0,0,0,36,4,1,0,0,0,1,0,4,Ben May,"B.Zimmermann (6-18-L), A.Voth (10), D.Tate (5), J.López (5)",B.Zimmermann,5.99,6.06,1.48,11.9,2.6,1.5,6,27.1,3.95,0.244,0.306,0.38,0.686,3.49,1.244,8.5
60,60,Jun 11,BAL,@,KCR,"W,6-4",9,10,4,4,0,2,5,0,0,4.19,38,133,95,1,0,0,0,35,1,1,0,0,1,0,1,5,Clint Vondrak,"T.Wells (6-52-W), F.Bautista (3-H), C.Pérez (5-H), D.Tate (0-H), J.López (0-Sv)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27.1,3.95,0.244,0.306,0.38,0.686,3.49,1.244,8.5
61,61,Jun 12,BAL,@,KCR,"W,10-7",9,10,7,6,1,5,2,3,0,4.22,43,164,100,3,2,0,0,38,1,0,0,0,0,0,0,5,,"D.Kremer (6-53-W), K.Akin (7), B.Baker (2), F.Bautista (0-H), C.Pérez (0-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27.1,3.95,0.244,0.306,0.38,0.686,3.49,1.244,8.5
62,62,Jun 13,BAL,@,TOR,"L,1-11",8,19,11,11,0,1,5,1,0,4.34,42,166,103,3,2,0,0,41,4,1,0,0,0,0,2,4,Shane Livensparger,"K.Bradish (5-27-L), L.Gillaspie (3), A.Voth (2), R.Garcia (99)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
63,63,Jun 14,BAL,@,TOR,"W,6-5",9,10,5,5,0,2,12,1,1,4.35,40,154,98,2,1,0,0,37,3,0,0,0,0,0,0,5,Chad Whitson,"J.Lyles (4-47-W), F.Bautista (1-H), D.Tate (2-H), C.Pérez (1-H), J.López (2-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
64,64,Jun 15,BAL,@,TOR,"L,6-7",9,13,7,6,1,0,6,3,0,4.38,39,131,89,1,0,1,0,39,1,0,0,0,0,0,0,5,Jordan Baker,"B.Zimmermann (4-20), B.Baker (2), D.Tate (0), J.López (0), F.Bautista (0-L)",B.Zimmermann,5.99,6.06,1.48,11.9,2.6,1.5,6,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
65,65,Jun 16,BAL,@,TOR,"W,10-2",9,8,2,2,0,1,5,1,0,4.34,36,131,88,1,1,0,0,35,2,0,0,0,0,0,0,4,Paul Emmel,"T.Wells (4-60-W), N.Vespi (6), A.Voth (2), R.Garcia (2)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
66,66,Jun 17,BAL,,TBR,"W,1-0",9,8,0,0,0,1,13,0,0,4.27,33,135,92,2,0,0,1,32,0,0,0,0,0,0,1,4,CB Bucknor,"D.Kremer (4-66), F.Bautista (1-W), C.Pérez (2-H), J.López (1-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
67,67,Jun 18,BAL,,TBR,"L,6-7",9,14,7,7,0,2,9,1,1,4.32,43,159,107,1,0,0,0,39,4,0,0,0,1,0,0,5,Jeff Nelson,"K.Bradish (4-19), K.Akin (5), J.Krehbiel (15), N.Vespi (1), D.Tate (2-L)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
68,68,Jun 19,BAL,,TBR,"W,2-1",9,9,1,1,0,3,9,0,0,4.27,38,147,95,3,0,0,0,35,1,1,0,0,0,0,0,7,Stu Scheurwater,"A.Voth (2-55), B.Baker (3), N.Vespi (0-W), M.Baumann (28-H), F.Bautista (1-H), C.Pérez (1-H), J.López (1-Sv)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
69,69,Jun 21,BAL,,WSN,"L,0-3",9,6,3,3,0,3,7,1,0,4.25,37,128,79,1,0,0,0,34,3,0,0,0,0,0,0,2,Alex Tosi,"J.Lyles (6-56-L), K.Akin (2)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,28.7,3.72,0.249,0.31,0.377,0.688,3.49,1.244,8.5
70,70,Jun 22,BAL,,WSN,"W,7-0",6,3,0,0,0,5,4,0,0,4.21,25,107,63,0,0,0,0,20,0,0,0,0,0,1,1,2,Mike Muchlinski,"T.Wells (5-61-W), N.Vespi (2-Sv)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,28.7,3.72,0.249,0.31,0.377,0.688,3.49,1.244,8.5
71,71,Jun 23,BAL,@,CHW,"W,4-0",9,9,0,0,0,3,10,0,1,4.15,38,157,106,4,0,0,0,34,4,0,0,0,0,0,1,4,John Tumpane,"D.Kremer (5-58-W), F.Bautista (3-H), D.Tate (4-H), J.López (3-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,29.3,4.23,0.256,0.31,0.387,0.698,3.49,1.244,8.5
72,72,Jun 24,BAL,@,CHW,"W,4-1",9,1,1,1,0,2,8,0,0,4.1,30,111,73,0,0,0,0,28,1,0,0,0,0,0,0,5,Ryan Blakney,"A.Voth (4-54), J.Krehbiel (5-W), B.Baker (4-H), C.Pérez (4-H), J.López (0-Sv)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,29.3,4.23,0.256,0.31,0.387,0.698,3.49,1.244,8.5
73,73,Jun 25,BAL,@,CHW,"W,6-2",9,6,2,1,1,2,7,0,2,4.06,37,138,86,0,0,0,0,33,2,0,0,0,0,1,0,4,Marvin Hudson,"S.Watkins (33-58-W), B.Baker (0-H), N.Vespi (2), D.Tate (1)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,29.3,4.23,0.256,0.31,0.387,0.698,3.49,1.244,8.5
74,74,Jun 26,BAL,@,CHW,"L,3-4",8,8,4,4,0,1,4,1,0,4.06,33,126,85,0,0,0,0,31,1,0,0,0,1,1,1,2,Junior Valentine,"J.Lyles (4-52-L), C.Pérez (1)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,29.3,4.23,0.256,0.31,0.387,0.698,3.49,1.244,8.5
75,75,Jun 27,BAL,@,SEA,"W,9-2",9,3,2,2,0,2,8,1,1,4.04,33,120,81,1,1,0,0,30,1,0,0,0,0,0,0,3,Bill Miller,"T.Wells (4-64-W), J.Krehbiel (2), K.Akin (5-Sv)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27.5,4.26,0.23,0.315,0.39,0.704,3.49,1.244,8.5
76,76,Jun 28,BAL,@,SEA,"L,0-2",8,6,2,0,2,2,8,0,0,3.99,31,122,77,1,1,0,0,29,2,0,0,0,0,1,1,3,Jeremy Riggs,"D.Kremer (4-72), C.Pérez (1-L), F.Bautista (4)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27.5,4.26,0.23,0.315,0.39,0.704,3.49,1.244,8.5
77,77,Jun 29,BAL,@,SEA,"L,3-9",8,11,9,7,2,3,8,1,0,4.03,40,160,102,2,2,1,0,34,5,0,0,0,3,2,0,5,Doug Eddings,"A.Voth (4-44-L), N.Vespi (3), B.Baker (3), D.Tate (3), J.López (4)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27.5,4.26,0.23,0.315,0.39,0.704,3.49,1.244,8.5
78,78,Jul 1,BAL,@,MIN,"L,2-3",8,5,3,3,0,1,7,1,0,4.03,29,117,77,0,0,0,0,28,1,0,0,0,0,0,0,4,Ramon De Jesus,"S.Watkins (5-66), C.Pérez (2), F.Bautista (2-H), J.López (1-BL)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,26.9,4.3,0.248,0.317,0.401,0.718,3.49,1.244,8.5
79,79,Jul 2,BAL,@,MIN,"L,3-4",8.1,10,4,4,0,1,10,2,0,4.03,36,142,94,2,1,0,0,34,3,0,0,0,1,0,0,4,Edwin Moscoso,"J.Lyles (5-67), D.Tate (2-H), F.Bautista (0-H), J.López (0-BL)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,26.9,4.3,0.248,0.317,0.401,0.718,3.49,1.244,8.5
80,80,Jul 3,BAL,@,MIN,"W,3-1",9,4,1,1,0,3,9,0,0,3.99,34,140,84,2,0,0,0,31,1,0,0,0,0,1,1,4,Alfonso Márquez,"T.Wells (5-68-W), K.Akin (5-H), J.Krehbiel (5-H), D.Tate (0-Sv)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,26.9,4.3,0.248,0.317,0.401,0.718,3.49,1.244,8.5
81,81,Jul 4,BAL,,TEX,"W,7-6",10,9,6,6,0,6,13,2,1,4.01,46,188,114,1,0,3,0,38,0,0,0,0,1,0,0,6,John Tumpane,"D.Kremer (5-30), N.Vespi (4), F.Bautista (1), C.Pérez (2), J.López (1), B.Baker (4-W)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
82,82,Jul 5,BAL,,TEX,"W,10-9",10,12,9,9,0,3,10,3,0,4.07,46,179,115,5,5,0,0,42,0,0,0,0,1,1,0,6,Todd Tichenor,"A.Voth (5-45), K.Akin (1), D.Tate (1), N.Vespi (0-BSv), F.Bautista (0-BSv), J.Krehbiel (1-W)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
83,83,Jul 6,BAL,,TEX,"W,2-1",9,6,1,1,0,1,6,0,0,4.03,34,118,86,1,0,0,0,33,3,0,0,0,0,0,0,4,John Bacon,"S.Watkins (4-64-W), B.Baker (1-H), C.Pérez (1-H), J.López (1-Sv)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
84,84,Jul 7,BAL,,LAA,"W,4-1",9,6,1,1,0,2,8,0,0,3.99,35,142,89,1,1,1,0,32,2,0,0,0,1,0,0,4,Nestor Ceja,"J.Lyles (4-60-W), J.Krehbiel (1), C.Pérez (0-H), J.López (0-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.9,3.85,0.233,0.297,0.39,0.687,3.49,1.244,8.5
85,85,Jul 8,BAL,,LAA,"W,5-4",9,12,4,4,0,2,9,2,0,3.99,40,160,99,1,0,2,1,38,0,0,0,0,0,0,0,5,Ted Barrett,"T.Wells (4-39), B.Baker (1), K.Akin (2), B.Sulser (41), D.Tate (2-W)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27.9,3.85,0.233,0.297,0.39,0.687,3.49,1.244,8.5
86,86,Jul 9,BAL,,LAA,"W,1-0",9,5,0,0,0,3,12,0,2,3.95,35,155,98,1,0,2,0,29,1,0,0,1,0,0,1,5,Lance Barksdale,"D.Kremer (4-67-W), B.Zimmermann (23-H), J.Krehbiel (1-H), F.Bautista (3-H), J.López (1-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27.9,3.85,0.233,0.297,0.39,0.687,3.49,1.244,8.5
87,87,Jul 10,BAL,,LAA,"W,9-5",9,8,5,5,0,2,10,2,0,3.96,36,142,90,0,0,0,0,34,0,0,0,0,0,0,1,5,Nic Lentz,"A.Voth (4-57-W), D.Tate (1), B.Baker (1), R.Garcia (23), F.Bautista (0)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27.9,3.85,0.233,0.297,0.39,0.687,3.49,1.244,8.5
88,88,Jul 12,BAL,@,CHC,"W,4-2",9,7,2,2,0,1,6,1,0,3.93,33,122,80,0,0,2,0,32,1,0,0,0,0,0,1,3,Pat Hoberg,"J.Lyles (4-59-W), C.Pérez (4-H), J.López (2-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.9,4.06,0.238,0.311,0.387,0.698,3.49,1.244,8.5
89,89,Jul 13,BAL,@,CHC,"W,7-1",9,6,1,1,0,3,10,0,0,3.9,36,153,98,1,0,0,0,32,1,1,0,0,1,0,0,5,Brock Ballou,"S.Watkins (6-58-W), D.Tate (2-H), C.Pérez (0-H), J.Krehbiel (3), B.Baker (2)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,27.9,4.06,0.238,0.311,0.387,0.698,3.49,1.244,8.5
90,90,Jul 15,BAL,@,TBR,"L,4-5",8,8,5,5,0,2,8,1,0,3.92,34,125,84,1,1,0,0,32,5,0,0,0,0,0,0,4,Adam Hamari,"T.Wells (6-49-L), C.Pérez (1), B.Baker (1), F.Bautista (4)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
91,91,Jul 16,BAL,@,TBR,"W,6-4",11,10,4,3,1,4,8,1,2,3.9,45,191,117,2,0,1,1,38,2,0,0,1,0,0,3,7,Chad Whitson,"D.Kremer (6-36), A.Voth (5), K.Akin (7), D.Tate (2), J.López (3-W), C.Pérez (0-H), J.Krehbiel (2-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
92,92,Jul 17,BAL,@,TBR,"L,5-7",8,10,7,7,0,2,14,3,1,3.94,36,150,102,0,0,0,0,33,4,0,0,0,0,0,0,5,Nick Mahrley,"J.Lyles (4-25-L), B.Baker (1), K.Akin (0), D.Tate (0), J.Krehbiel (0)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
93,93,Jul 22,BAL,,NYY,"L,6-7",9,9,7,7,0,3,12,3,0,3.97,37,151,96,1,0,0,2,34,3,0,0,0,0,0,0,5,Marty Foster,"T.Wells (6-39-L), J.Krehbiel (4), B.Baker (4), F.Bautista (6), D.Tate (4)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,30.2,4.98,0.241,0.325,0.426,0.751,3.49,1.244,8.5
94,94,Jul 23,BAL,,NYY,"W,6-3",9,11,3,3,0,3,6,1,0,3.96,41,160,98,0,0,1,0,38,3,0,0,0,0,1,1,5,Ben May,"J.Lyles (5-39), B.Baker (0), C.Pérez (6-W), F.Bautista (0-H), J.López (6-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,30.2,4.98,0.241,0.325,0.426,0.751,3.49,1.244,8.5
95,95,Jul 24,BAL,,NYY,"L,0-6",9,13,6,6,0,3,8,1,1,3.98,43,162,109,1,1,1,0,39,2,0,0,0,0,0,0,3,Scott Barry,"D.Kremer (7-47-L), K.Akin (6), R.Garcia (13)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,30.2,4.98,0.241,0.325,0.426,0.751,3.49,1.244,8.5
96,96,Jul 25,BAL,,TBR,"W,5-1",9,8,1,1,0,3,10,1,0,3.95,38,162,101,2,0,1,0,35,2,0,0,0,0,0,0,6,Jim Reynolds,"A.Voth (8-46), B.Baker (1), N.Vespi (19-W), D.Tate (2), C.Pérez (1), F.Bautista (1)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
97,97,Jul 26,BAL,,TBR,"W,5-3",9,12,3,3,0,1,7,1,0,3.94,39,147,101,2,0,0,0,38,1,0,0,0,0,0,0,4,John Libka,"S.Watkins (12-40), J.Krehbiel (3), K.Akin (1-W), J.López (2-Sv)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
98,98,Jul 27,BAL,,TBR,"L,4-6",10,11,6,5,1,3,13,2,0,3.95,42,163,108,1,1,0,0,39,3,0,1,0,0,0,1,6,Mike Muchlinski,"T.Wells (4-40), D.Tate (1), N.Vespi (1), F.Bautista (1), K.Akin (0), J.López (0-L)",T.Wells,4.25,4.52,1.138,7.8,1.4,2.4,6.6,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
99,99,Jul 28,BAL,,TBR,"W,3-0",9,4,0,0,0,5,9,0,1,3.91,37,162,92,4,0,0,0,31,0,0,0,0,0,0,0,4,Erich Bacchus,"J.Lyles (4-63-W), C.Pérez (2-H), B.Baker (2-H), F.Bautista (0-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
100,100,Jul 29,BAL,@,CIN,"W,6-2",9,7,2,2,0,2,11,1,1,3.89,34,146,91,3,0,0,0,31,1,0,0,0,0,0,2,5,David Rackley,"K.Bradish (40-56), J.Krehbiel (2), C.Pérez (0), D.Tate (1-W), J.López (1)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,29.4,4,0.235,0.304,0.372,0.676,3.49,1.244,8.5
101,101,Jul 30,BAL,@,CIN,"L,2-8",8,13,8,8,0,2,6,3,0,3.93,38,141,91,1,1,0,0,36,3,0,0,0,0,1,1,2,Sean Barber,"D.Kremer (5-21-L), B.Sulser (21)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,29.4,4,0.235,0.304,0.372,0.676,3.49,1.244,8.5
102,102,Jul 31,BAL,@,CIN,"L,2-3",8,7,3,3,0,4,8,1,0,3.93,33,143,85,5,2,0,1,28,1,0,0,0,1,0,1,5,Dan Bellino,"A.Voth (5-65), B.Baker (2), C.Pérez (1), J.Krehbiel (1), F.Bautista (2-L)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,29.4,4,0.235,0.304,0.372,0.676,3.49,1.244,8.5
103,103,Aug 1,BAL,@,TEX,"W,7-2",9,7,2,2,0,0,8,2,0,3.91,33,127,84,0,0,0,0,33,0,0,0,0,0,0,1,2,Scott Barry,"S.Watkins (5-63-W), K.Akin (4-Sv)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
104,104,Aug 2,BAL,@,TEX,"W,8-2",9,10,2,2,0,2,10,1,0,3.89,39,159,107,4,0,0,0,37,1,0,0,0,0,0,0,4,Dan Iassogna,"J.Lyles (4-61-W), D.Tate (3), N.Vespi (5), F.Bautista (1)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
105,105,Aug 3,BAL,@,TEX,"W,6-3",9,6,3,3,0,4,10,2,1,3.88,38,147,92,2,0,0,0,32,0,0,0,1,0,1,1,5,Jeremie Rehak,"K.Bradish (4-59), B.Baker (2), D.Tate (0), C.Pérez (2-W), F.Bautista (0)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,28,4.36,0.239,0.301,0.395,0.696,3.49,1.244,8.5
106,106,Aug 5,BAL,,PIT,"W,1-0",9,6,0,0,0,1,6,0,0,3.84,33,128,93,1,0,2,0,32,1,0,0,0,0,0,1,3,Edwin Moscoso,"D.Kremer (5-67-W), C.Pérez (1-H), F.Bautista (1-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,26.3,3.65,0.222,0.291,0.364,0.655,3.49,1.244,8.5
107,107,Aug 6,BAL,,PIT,"W,6-3",9,6,3,3,0,2,8,1,1,3.84,35,131,88,2,0,0,0,32,3,0,0,0,0,0,1,5,Ron Kulpa,"A.Voth (5-47-W), K.Akin (4-H), J.Krehbiel (5-H), N.Vespi (3-H), D.Tate (2)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,26.3,3.65,0.222,0.291,0.364,0.655,3.49,1.244,8.5
108,108,Aug 7,BAL,,PIT,"L,1-8",9,9,8,8,0,3,10,1,0,3.88,39,158,97,2,2,1,0,35,0,0,0,1,0,0,0,4,Carlos Torres,"S.Watkins (5-48-L), B.Baker (3), K.Akin (0), B.Sulser (7)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,26.3,3.65,0.222,0.291,0.364,0.655,3.49,1.244,8.5
109,109,Aug 8,BAL,,TOR,"W,7-4",9,12,4,4,0,3,5,2,0,3.88,41,148,98,5,2,0,0,37,0,0,0,0,1,1,2,5,Jordan Baker,"J.Lyles (5-44-W), C.Pérez (2-H), D.Tate (1), J.Krehbiel (1-H), F.Bautista (2-Sv)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
110,110,Aug 9,BAL,,TOR,"W,6-5",9,9,5,5,0,3,8,2,0,3.89,38,133,89,3,1,0,0,34,0,0,0,0,0,0,2,5,Ryan Additon,"K.Bradish (5-48), B.Baker (1-BSv), L.Head (47), N.Vespi (2-W), F.Bautista (0-Sv)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
111,111,Aug 11,BAL,@,BOS,"L,3-4",8,8,4,4,0,1,7,0,0,3.89,31,119,80,1,1,0,0,29,5,0,0,0,1,0,2,4,Nick Mahrley,"D.Kremer (5-46-L), N.Vespi (1), B.Baker (1), K.Akin (3)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,28.8,4.54,0.258,0.321,0.409,0.731,3.49,1.244,8.5
112,112,Aug 12,BAL,@,TBR,"W,10-3",9,5,3,3,0,1,11,1,0,3.88,34,141,92,1,0,0,0,33,1,0,0,0,0,1,0,5,Gabe Morales,"A.Voth (5-58-W), K.Akin (0), J.Krehbiel (3), C.Pérez (3), L.Head (2)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
113,113,Aug 13,BAL,@,TBR,"L,2-8",8,11,8,8,0,5,9,1,0,3.93,40,153,98,2,0,2,0,34,2,0,0,0,1,0,0,4,Andy Fletcher,"D.Hall (99-34-L), B.Baker (1), S.Watkins (5), L.Head (0)",D.Hall,5.93,1.65,1.683,11.2,0,4,12.5,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
114,114,Aug 14,BAL,@,TBR,"L,1-4",8,8,4,4,0,2,11,1,0,3.93,33,137,90,2,1,0,0,31,2,0,0,0,0,0,0,4,Bill Welke,"J.Lyles (5-44-L), J.Krehbiel (1), K.Akin (1), L.Gillaspie (61)",J.Lyles,4.42,4.4,1.385,9.9,1.3,2.6,7.2,27,4.11,0.239,0.309,0.377,0.686,3.49,1.244,8.5
115,115,Aug 15,BAL,@,TOR,"W,7-3",9,8,3,3,0,5,9,1,0,3.92,38,145,88,2,0,0,0,33,1,0,0,0,0,0,2,5,Chris Segal,"K.Bradish (5-41), B.Baker (1-W), D.Tate (6), C.Pérez (2), F.Bautista (5)",K.Bradish,4.9,4.45,1.402,9.1,1.3,3.5,8.5,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
116,116,Aug 16,BAL,@,TOR,"W,4-2",9,7,2,2,0,1,8,1,0,3.9,33,121,82,0,0,0,1,32,1,0,0,0,0,0,1,3,Paul Emmel,"D.Kremer (4-60-W), D.Tate (0-H), F.Bautista (0-Sv)",D.Kremer,3.23,3.8,1.253,8.8,0.8,2.4,6.2,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
117,117,Aug 17,BAL,@,TOR,"L,1-6",8,8,6,6,0,3,4,0,1,3.93,36,141,83,4,4,0,0,32,3,0,0,0,0,0,0,5,Malachi Moore,"A.Voth (4-70), J.Krehbiel (2-L), C.Pérez (1), L.Head (3), L.Gillaspie (2)",A.Voth,3.04,3.96,1.229,8.3,1.1,2.7,7.8,27.1,4.78,0.264,0.329,0.431,0.76,3.49,1.244,8.5
118,118,Aug 18,BAL,,CHC,"L,2-3",9,8,3,3,0,0,2,3,0,3.92,35,125,80,2,0,1,0,35,1,0,0,0,0,0,0,3,Clint Vondrak,"S.Watkins (4-57-L), J.Krehbiel (0), B.Baker (2)",S.Watkins,4.7,4.24,1.415,10.2,0.9,2.6,5.4,27.9,4.06,0.238,0.311,0.387,0.698,3.49,1.244,8.5
